,index,stress,reaction_time,id_user,physical_activity,airplane_mode,surrounding_sound,screen,battery_level,completion_time,day_of_week,mobile_data,delivery_time,wifi,interruptibility_level,stress_level,charge_status,notification_ringtone,current_activity,priority_current_activity,id_user,attention_level,emotions,timestamp,interaction_others
58,298.0,0.0,2024-01-16 20:49:29.172000+00:00,TVapOofLiAEkGDH28N6X,1.0,False,67.12816619873047,False,82.0,2024-01-16 20:49:47.184000+00:00,2.0,False,2024-01-16 20:48:46.861000+00:00,True,3.0,0.0,False,2.0,Trabajar,3.0,TVapOofLiAEkGDH28N6X,3.0,"{'fearful': 1.7431293631911608e-05, 'disgusted': 0.007500971375599543, 'angry': 0.01349027113466515, 'sad': 0.038214834783154565, 'surprised': 0.003147926654830623, 'neutral': 0.770354997498991, 'happy': 0.16727357985488048}",2024-01-16 20:48:44.151000+00:00,0.0
59,214.0,0.0,2024-01-16 19:02:03.748000+00:00,TVapOofLiAEkGDH28N6X,1.0,False,81.38077545166016,False,89.0,2024-01-16 19:02:04.004000+00:00,2.0,True,2024-01-16 18:55:52.941000+00:00,True,5.0,5.0,False,2.0,Descansar,1.0,,,,,
60,27.0,0.0,,TVapOofLiAEkGDH28N6X,1.0,False,81.38077545166016,False,90.0,,2.0,True,2024-01-16 18:55:52.875000+00:00,True,,5.0,False,2.0,,,,,,,
61,188.0,0.0,2024-01-16 17:33:14.817000+00:00,TVapOofLiAEkGDH28N6X,0.0,False,76.82343292236328,False,92.0,2024-01-16 17:33:35.143000+00:00,2.0,False,2024-01-16 17:33:02.454000+00:00,True,4.0,5.0,False,2.0,Ver vídeos,3.0,TVapOofLiAEkGDH28N6X,3.0,,2024-01-16 17:33:05.391000+00:00,
62,275.0,0.0,2024-01-16 17:04:02.117000+00:00,TVapOofLiAEkGDH28N6X,0.0,False,67.24588012695312,False,93.0,2024-01-16 17:04:22.456000+00:00,2.0,False,2024-01-16 17:03:02.490000+00:00,True,4.0,5.0,False,2.0,Escribir/Comprobar correos electrónicos,2.0,TVapOofLiAEkGDH28N6X,3.0,"{'fearful': 8.845641435803936e-05, 'disgusted': 0.00011616656685095308, 'angry': 0.05456136818305243, 'sad': 0.21883376980148844, 'surprised': 0.0005697116191699619, 'neutral': 0.7224233724871361, 'happy': 0.00340715430392229}",2024-01-16 17:03:05.536000+00:00,0.0
63,145.0,0.0,2024-01-16 16:33:59.614000+00:00,TVapOofLiAEkGDH28N6X,1.0,False,65.60700988769531,False,94.0,2024-01-16 16:34:24.588000+00:00,2.0,False,2024-01-16 16:33:02.732000+00:00,True,5.0,5.0,False,2.0,Leer,1.0,TVapOofLiAEkGDH28N6X,3.0,"{'fearful': 0.0022283793858986337, 'disgusted': 0.000293063237149448, 'angry': 0.0032948678798421682, 'sad': 0.02566022354319317, 'surprised': 0.0032612163658280484, 'neutral': 0.9456288302113025, 'happy': 0.01963341582816499}",2024-01-16 16:33:05.427000+00:00,0.0
64,284.0,0.0,2023-12-20 17:34:40.495000+00:00,U1pFqzoeTEI4roTUtXRE,0.0,False,64.2170639038086,False,24.0,2023-12-20 17:34:51.044000+00:00,3.0,False,2023-12-20 17:30:41.965000+00:00,True,2.0,3.0,False,2.0,Programar,4.0,U1pFqzoeTEI4roTUtXRE,3.0,,2023-12-20 17:30:21.569000+00:00,
65,89.0,0.0,2023-12-20 17:00:36.222000+00:00,U1pFqzoeTEI4roTUtXRE,0.0,False,61.6197395324707,False,25.0,2023-12-20 17:00:53.784000+00:00,3.0,False,2023-12-20 17:00:23.642000+00:00,True,2.0,3.0,False,2.0,Programar,4.0,U1pFqzoeTEI4roTUtXRE,3.0,,2023-12-20 17:00:21.928000+00:00,
66,246.0,0.0,2023-12-20 16:30:44.176000+00:00,U1pFqzoeTEI4roTUtXRE,0.0,False,64.72066497802734,False,27.0,2023-12-20 16:30:51.401000+00:00,3.0,False,2023-12-20 16:30:21.807000+00:00,True,2.0,2.0,False,2.0,Leer,4.0,U1pFqzoeTEI4roTUtXRE,3.0,"{'fearful': 0.00020110110959153612, 'disgusted': 0.01545595096960459, 'angry': 0.17571946008639977, 'sad': 0.07408354401944534, 'surprised': 0.0059669870828458595, 'neutral': 0.7234160864506575, 'happy': 0.005156879722301923}",2023-12-20 16:30:21.574000+00:00,0.0
67,91.0,0.0,2023-12-20 16:00:47.544000+00:00,U1pFqzoeTEI4roTUtXRE,0.0,False,63.209373474121094,False,28.0,2023-12-20 16:00:57.056000+00:00,3.0,False,2023-12-20 16:00:21.804000+00:00,True,2.0,2.0,False,2.0,Programar,4.0,U1pFqzoeTEI4roTUtXRE,3.0,"{'fearful': 0.0006496787822126545, 'disgusted': 0.026029315060960852, 'angry': 0.1092100020863914, 'sad': 0.019066293047347114, 'surprised': 0.019691748563933024, 'neutral': 0.8090481768761362, 'happy': 0.016304778442385474}",2023-12-20 16:00:20.604000+00:00,0.0
68,154.0,0.0,2023-12-20 15:30:48.142000+00:00,U1pFqzoeTEI4roTUtXRE,0.0,False,62.52262496948242,False,29.0,2023-12-20 15:31:04.447000+00:00,3.0,False,2023-12-20 15:30:21.782000+00:00,True,2.0,2.0,False,2.0,Leer,4.0,U1pFqzoeTEI4roTUtXRE,3.0,"{'fearful': 5.5948910184915644e-05, 'disgusted': 0.09283343764608225, 'angry': 0.030468311960768397, 'sad': 0.4389660647138953, 'surprised': 0.0005222142198420622, 'neutral': 0.35664771031588316, 'happy': 0.08050630800919732}",2023-12-20 15:30:20.619000+00:00,0.0
69,197.0,0.0,2023-12-20 15:00:33.465000+00:00,U1pFqzoeTEI4roTUtXRE,0.0,False,60.0,False,31.0,2023-12-20 15:00:46.943000+00:00,3.0,False,2023-12-20 15:00:21.815000+00:00,True,2.0,2.0,False,2.0,Programar,4.0,U1pFqzoeTEI4roTUtXRE,3.0,"{'fearful': 0.002308818663745646, 'disgusted': 0.026966466621272465, 'angry': 0.11150292665976794, 'sad': 0.1267670362888436, 'surprised': 0.0016064439739061382, 'neutral': 0.7268067889678177, 'happy': 0.004041519884780503}",2023-12-20 15:00:20.528000+00:00,0.0
70,123.0,1.0,,U1pFqzoeTEI4roTUtXRE,0.0,False,70.72864532470703,False,37.0,,2.0,False,2023-12-19 17:31:24.140000+00:00,True,,5.0,False,2.0,,,,,,,
71,149.0,0.0,2023-12-19 17:19:16.638000+00:00,U1pFqzoeTEI4roTUtXRE,0.0,False,60.2144775390625,False,39.0,2023-12-19 17:19:32.064000+00:00,2.0,False,2023-12-19 17:01:24.071000+00:00,True,3.0,3.0,False,2.0,Trabajar,4.0,,,,,
72,252.0,0.0,2023-12-19 16:34:04.785000+00:00,U1pFqzoeTEI4roTUtXRE,0.0,False,61.48169708251953,False,41.0,2023-12-19 16:34:21.815000+00:00,2.0,False,2023-12-19 16:31:24.110000+00:00,True,3.0,4.0,False,2.0,Programar,4.0,,,,,
73,272.0,0.0,2023-12-19 16:01:35.173000+00:00,U1pFqzoeTEI4roTUtXRE,0.0,False,49.035728454589844,False,43.0,2023-12-19 16:01:45.370000+00:00,2.0,False,2023-12-19 16:01:24.218000+00:00,True,3.0,3.0,False,2.0,Trabajar,3.0,,,,,
74,267.0,0.0,2023-12-19 15:31:24.179000+00:00,U1pFqzoeTEI4roTUtXRE,0.0,False,64.4178466796875,False,44.0,2023-12-19 15:31:35.535000+00:00,2.0,False,2023-12-19 15:31:03.879000+00:00,True,4.0,3.0,False,2.0,En el teléfono,2.0,,,,,
75,117.0,0.0,2023-12-19 15:01:24.381000+00:00,U1pFqzoeTEI4roTUtXRE,0.0,False,64.93981170654297,False,45.0,2023-12-19 15:01:46.866000+00:00,2.0,False,2023-12-19 15:01:03.993000+00:00,True,4.0,3.0,False,2.0,Escribir/Comprobar correos electrónicos,3.0,,,,,
76,106.0,0.0,2023-12-18 18:14:25.630000+00:00,U1pFqzoeTEI4roTUtXRE,0.0,False,66.66088104248047,False,66.0,2023-12-18 18:14:36.307000+00:00,1.0,False,2023-12-18 18:12:48.606000+00:00,True,3.0,5.0,False,2.0,Leer,3.0,U1pFqzoeTEI4roTUtXRE,3.0,,2023-12-18 18:12:47.411000+00:00,
77,141.0,0.0,2023-12-18 17:43:02.840000+00:00,U1pFqzoeTEI4roTUtXRE,0.0,False,65.7066421508789,False,67.0,2023-12-18 17:43:21.094000+00:00,1.0,False,2023-12-18 17:42:48.589000+00:00,True,4.0,4.0,False,2.0,En el teléfono,1.0,U1pFqzoeTEI4roTUtXRE,3.0,"{'fearful': 1.2210253544253646e-05, 'disgusted': 0.01736042248649028, 'angry': 0.005820846869028173, 'sad': 0.0029996738012414426, 'surprised': 0.0015596458615618758, 'neutral': 0.9154815673828125, 'happy': 0.056765688583254814}",2023-12-18 17:42:47.166000+00:00,0.0
78,25.0,0.0,2023-12-18 17:12:58.117000+00:00,U1pFqzoeTEI4roTUtXRE,0.0,False,65.7066421508789,False,69.0,2023-12-18 17:13:19.466000+00:00,1.0,False,2023-12-18 17:12:48.650000+00:00,True,4.0,5.0,False,2.0,Trabajar,3.0,U1pFqzoeTEI4roTUtXRE,3.0,,2023-12-18 17:12:47.135000+00:00,
79,209.0,0.0,2023-12-18 16:50:24.034000+00:00,U1pFqzoeTEI4roTUtXRE,0.0,False,64.92996978759766,False,70.0,2023-12-18 16:50:53.438000+00:00,1.0,False,2023-12-18 16:42:48.719000+00:00,True,3.0,5.0,False,2.0,Programar,3.0,U1pFqzoeTEI4roTUtXRE,3.0,"{'fearful': 0.0002860874143916482, 'disgusted': 0.04332578967876416, 'angry': 0.19647695408275465, 'sad': 0.48744085166030204, 'surprised': 0.001625132311812212, 'neutral': 0.2665968007999114, 'happy': 0.0042483823053553}",2023-12-18 16:42:47.223000+00:00,0.0
80,244.0,0.0,,XXc0xwy4ZQpL3SM8pfiZ,0.0,False,76.84968566894531,False,74.0,,4.0,False,2023-12-07 20:52:04.662000+00:00,True,,2.0,False,2.0,,,XXc0xwy4ZQpL3SM8pfiZ,3.0,"{'fearful': 3.0077852308070736e-06, 'disgusted': 0.00013717736548185403, 'angry': 0.04287023575100292, 'sad': 0.10620618658197795, 'surprised': 2.9475154158713016e-06, 'neutral': 0.849706224894718, 'happy': 0.0010741941583872422}",2023-12-07 20:52:00.096000+00:00,0.0
81,193.0,0.0,2023-12-07 20:22:38.890000+00:00,XXc0xwy4ZQpL3SM8pfiZ,0.0,False,75.78456115722656,False,75.0,2023-12-07 20:22:49.964000+00:00,4.0,False,2023-12-07 20:22:05.094000+00:00,True,4.0,2.0,False,2.0,Trabajar,3.0,XXc0xwy4ZQpL3SM8pfiZ,3.0,"{'fearful': 3.4873041678040407e-07, 'disgusted': 7.394672486705343e-05, 'angry': 5.405143917869315e-05, 'sad': 0.6653088877598444, 'surprised': 4.2404142320011024e-05, 'neutral': 0.33419351954580634, 'happy': 0.0003268478251916563}",2023-12-07 20:22:00.111000+00:00,0.0
82,12.0,0.0,2023-12-07 19:48:53.866000+00:00,XXc0xwy4ZQpL3SM8pfiZ,0.0,False,68.64334869384766,True,80.0,2023-12-07 19:48:54.300000+00:00,4.0,False,2023-12-07 19:43:01.419000+00:00,True,2.0,2.0,False,2.0,Trabajar,4.0,XXc0xwy4ZQpL3SM8pfiZ,3.0,"{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08}",2023-12-07 19:43:05.028000+00:00,0.0
83,261.0,0.0,2023-12-07 19:13:55.134000+00:00,XXc0xwy4ZQpL3SM8pfiZ,0.0,False,70.18673706054688,False,83.0,2023-12-07 19:14:06.612000+00:00,4.0,False,2023-12-07 19:13:21.688000+00:00,True,4.0,2.0,False,2.0,Escribir/Comprobar correos electrónicos,3.0,XXc0xwy4ZQpL3SM8pfiZ,3.0,"{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08}",2023-12-07 19:13:05.120000+00:00,0.0
84,39.0,0.0,,XXc0xwy4ZQpL3SM8pfiZ,1.0,False,90.2829818725586,False,84.0,,4.0,False,2023-12-07 18:43:17.761000+00:00,True,,3.0,False,2.0,,,XXc0xwy4ZQpL3SM8pfiZ,3.0,"{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08}",2023-12-07 18:43:05.121000+00:00,0.0
85,94.0,0.0,2023-12-07 18:13:26.180000+00:00,XXc0xwy4ZQpL3SM8pfiZ,0.0,False,80.90645599365234,True,86.0,2023-12-07 18:13:38.115000+00:00,4.0,False,2023-12-07 18:13:21.668000+00:00,True,1.0,2.0,False,2.0,Comer,2.0,XXc0xwy4ZQpL3SM8pfiZ,3.0,"{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08}",2023-12-07 18:13:04.389000+00:00,0.0
86,70.0,0.0,2023-12-07 17:47:42.927000+00:00,XXc0xwy4ZQpL3SM8pfiZ,0.0,False,73.68074035644531,False,88.0,2023-12-07 17:48:04.143000+00:00,4.0,False,2023-12-07 17:43:01.501000+00:00,True,3.0,2.0,False,2.0,Trabajar,4.0,XXc0xwy4ZQpL3SM8pfiZ,3.0,"{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08}",2023-12-07 17:43:05.118000+00:00,0.0
87,288.0,0.0,2023-12-07 17:15:03.640000+00:00,XXc0xwy4ZQpL3SM8pfiZ,0.0,False,58.72021484375,True,90.0,2023-12-07 17:15:12.531000+00:00,4.0,False,2023-12-07 17:13:01.488000+00:00,True,3.0,1.0,False,2.0,Trabajar,3.0,XXc0xwy4ZQpL3SM8pfiZ,3.0,"{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08}",2023-12-07 17:13:05.181000+00:00,0.0
88,241.0,0.0,2023-12-07 16:45:38.076000+00:00,XXc0xwy4ZQpL3SM8pfiZ,0.0,False,65.6343002319336,False,92.0,2023-12-07 16:45:57.323000+00:00,4.0,False,2023-12-07 16:43:01.504000+00:00,True,4.0,1.0,False,2.0,Trabajar,3.0,XXc0xwy4ZQpL3SM8pfiZ,3.0,"{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08}",2023-12-07 16:43:04.066000+00:00,0.0
89,296.0,0.0,2023-12-07 16:13:18.337000+00:00,XXc0xwy4ZQpL3SM8pfiZ,0.0,False,71.49220275878906,False,93.0,2023-12-07 16:13:35.261000+00:00,4.0,False,2023-12-07 16:13:01.742000+00:00,True,3.0,3.0,False,2.0,Trabajar,4.0,XXc0xwy4ZQpL3SM8pfiZ,3.0,"{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08}",2023-12-07 16:13:04.097000+00:00,0.0
90,187.0,0.0,2023-12-07 15:47:13.295000+00:00,XXc0xwy4ZQpL3SM8pfiZ,1.0,False,83.21296691894531,False,95.0,2023-12-07 15:47:53.706000+00:00,4.0,False,2023-12-07 15:43:21.659000+00:00,True,5.0,2.0,False,2.0,Comer,1.0,XXc0xwy4ZQpL3SM8pfiZ,3.0,"{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08}",2023-12-07 15:43:04.218000+00:00,0.0
91,151.0,1.0,,XgGpKa0LW74g5jxci1DF,1.0,False,78.09647369384766,False,31.0,,3.0,False,2023-12-06 21:24:25.837000+00:00,True,,5.0,False,2.0,,,XgGpKa0LW74g5jxci1DF,,,2023-12-06 21:24:17.222000+00:00,
92,24.0,0.0,2023-12-06 20:52:16.759000+00:00,XgGpKa0LW74g5jxci1DF,1.0,False,67.76557922363281,False,34.0,2023-12-06 20:52:26.546000+00:00,3.0,False,2023-12-06 20:50:13.733000+00:00,True,4.0,2.0,False,2.0,Trabajar,5.0,XgGpKa0LW74g5jxci1DF,,,2023-12-06 20:50:15.065000+00:00,
93,85.0,0.0,2023-12-06 20:22:38.543000+00:00,XgGpKa0LW74g5jxci1DF,1.0,False,67.76557922363281,False,36.0,2023-12-06 20:22:38.766000+00:00,3.0,False,2023-12-06 20:20:13.388000+00:00,True,4.0,2.0,False,2.0,Trabajar,4.0,XgGpKa0LW74g5jxci1DF,,,2023-12-06 20:20:15.080000+00:00,
94,33.0,0.0,2023-12-06 20:02:56.723000+00:00,XgGpKa0LW74g5jxci1DF,1.0,False,67.76557922363281,False,38.0,2023-12-06 20:03:13.116000+00:00,3.0,False,2023-12-06 19:53:10.582000+00:00,True,5.0,2.0,False,2.0,Descansar,2.0,,,,,
95,38.0,0.0,2023-12-06 19:32:40.998000+00:00,XgGpKa0LW74g5jxci1DF,1.0,False,67.76557922363281,False,39.0,2023-12-06 19:44:54.589000+00:00,3.0,False,2023-12-06 19:20:13.416000+00:00,True,2.0,2.0,False,2.0,Trabajar,4.0,XgGpKa0LW74g5jxci1DF,,,2023-12-06 19:20:15.425000+00:00,
96,180.0,0.0,2023-12-06 19:10:40.678000+00:00,XgGpKa0LW74g5jxci1DF,1.0,False,67.76557922363281,False,41.0,2023-12-06 19:10:55.688000+00:00,3.0,False,2023-12-06 18:50:13.376000+00:00,True,4.0,2.0,False,2.0,Descansar,3.0,XgGpKa0LW74g5jxci1DF,,,2023-12-06 18:50:14.126000+00:00,
97,200.0,0.0,2023-12-06 18:20:26.346000+00:00,XgGpKa0LW74g5jxci1DF,1.0,False,67.76557922363281,False,43.0,2023-12-06 18:20:59.512000+00:00,3.0,False,2023-12-06 18:20:13.444000+00:00,True,4.0,2.0,False,2.0,Escribir/Comprobar correos electrónicos,4.0,XgGpKa0LW74g5jxci1DF,,,2023-12-06 18:20:14.145000+00:00,
98,300.0,0.0,2023-12-06 18:08:29.631000+00:00,XgGpKa0LW74g5jxci1DF,1.0,False,79.35657501220703,False,46.0,2023-12-06 18:08:56.409000+00:00,3.0,False,2023-12-06 17:50:13.497000+00:00,True,2.0,5.0,False,2.0,Comer,2.0,XgGpKa0LW74g5jxci1DF,,,2023-12-06 17:50:14.313000+00:00,
99,222.0,0.0,2023-12-06 17:00:56.106000+00:00,XgGpKa0LW74g5jxci1DF,0.0,False,76.7391357421875,False,51.0,2023-12-06 17:01:08.552000+00:00,3.0,False,2023-12-06 17:00:45.420000+00:00,True,5.0,5.0,False,2.0,Comer,2.0,XgGpKa0LW74g5jxci1DF,,,2023-12-06 17:00:42.378000+00:00,
100,128.0,0.0,2023-12-06 16:31:26.206000+00:00,XgGpKa0LW74g5jxci1DF,0.0,False,76.7391357421875,False,53.0,2023-12-06 16:31:51.327000+00:00,3.0,False,2023-12-06 16:31:05.689000+00:00,True,4.0,5.0,False,2.0,Trabajar,3.0,XgGpKa0LW74g5jxci1DF,3.0,"{'fearful': 0.0001289220062892641, 'disgusted': 0.0005206928988907936, 'angry': 0.04138068635658051, 'sad': 0.6596748010092712, 'surprised': 0.0005646862540715257, 'neutral': 0.28810718697973353, 'happy': 0.009623027108648414}",2023-12-06 16:30:42.372000+00:00,0.0
101,233.0,0.0,2023-12-06 16:01:11.294000+00:00,XgGpKa0LW74g5jxci1DF,0.0,False,76.7391357421875,False,54.0,2023-12-06 16:01:34.214000+00:00,3.0,False,2023-12-06 16:01:05.451000+00:00,True,5.0,5.0,False,2.0,Trabajar,5.0,XgGpKa0LW74g5jxci1DF,,,2023-12-06 16:00:42.146000+00:00,
102,227.0,0.0,2023-12-06 15:26:07.234000+00:00,XgGpKa0LW74g5jxci1DF,1.0,False,77.58421325683594,False,58.0,2023-12-06 15:26:22.190000+00:00,3.0,False,2023-12-06 15:25:02.726000+00:00,True,4.0,4.0,False,2.0,Trabajar,4.0,XgGpKa0LW74g5jxci1DF,3.0,"{'fearful': 0.004889444780981368, 'disgusted': 0.0009853551071702124, 'angry': 0.13429548867749805, 'sad': 0.19978995841497985, 'surprised': 0.002337454266335743, 'neutral': 0.6529657508318241, 'happy': 0.004736539546617389}",2023-12-06 15:25:06.328000+00:00,0.0
103,253.0,0.0,2023-12-06 14:56:20.686000+00:00,XgGpKa0LW74g5jxci1DF,1.0,False,80.52985382080078,False,60.0,2023-12-06 14:56:51.325000+00:00,3.0,False,2023-12-06 14:55:23.312000+00:00,True,2.0,4.0,False,2.0,Trabajar,4.0,XgGpKa0LW74g5jxci1DF,,,2023-12-06 14:55:06.215000+00:00,
104,46.0,0.0,2023-12-06 14:25:38.066000+00:00,XgGpKa0LW74g5jxci1DF,0.0,False,85.64337921142578,True,62.0,2023-12-06 14:26:55.129000+00:00,3.0,False,2023-12-06 14:25:23.998000+00:00,True,2.0,4.0,False,2.0,En el teléfono,2.0,XgGpKa0LW74g5jxci1DF,,,2023-12-06 14:25:06.206000+00:00,
105,256.0,0.0,2023-12-14 21:23:17.464000+00:00,YmIggFiYE0bKQH45D32l,1.0,False,86.07860565185547,False,69.0,2023-12-14 21:23:36.904000+00:00,4.0,False,2023-12-14 21:18:37.416000+00:00,True,2.0,4.0,False,2.0,Trabajar,3.0,YmIggFiYE0bKQH45D32l,,,2023-12-14 21:18:34.916000+00:00,
106,112.0,0.0,2023-12-14 20:49:12.223000+00:00,YmIggFiYE0bKQH45D32l,0.0,False,76.03767395019531,False,70.0,2023-12-14 20:49:25.711000+00:00,4.0,False,2023-12-14 20:48:37.005000+00:00,True,3.0,4.0,False,2.0,Trabajar,4.0,YmIggFiYE0bKQH45D32l,3.0,"{'fearful': 0.0002801062719385609, 'disgusted': 0.00020679506800139327, 'angry': 0.022983925944195023, 'sad': 0.24856331037956822, 'surprised': 0.012035809111365382, 'neutral': 0.7098877600587484, 'happy': 0.006042307252743531}",2023-12-14 20:48:35.102000+00:00,0.0
107,289.0,0.0,,YmIggFiYE0bKQH45D32l,1.0,False,66.1712875366211,True,73.0,,4.0,False,2023-12-14 20:05:37.652000+00:00,True,,5.0,False,2.0,,,YmIggFiYE0bKQH45D32l,3.0,"{'fearful': 0.00016509360987855608, 'disgusted': 0.0004927320031716936, 'angry': 0.24867867149794814, 'sad': 0.7286241070027104, 'surprised': 3.19142973268343e-05, 'neutral': 0.021730799655968594, 'happy': 0.0002766913545971036}",2023-12-14 20:05:39.081000+00:00,0.0
108,194.0,0.0,2023-12-14 20:00:33.463000+00:00,YmIggFiYE0bKQH45D32l,0.0,False,75.8841781616211,False,75.0,2023-12-14 20:00:57.544000+00:00,4.0,False,2023-12-14 19:35:37.684000+00:00,True,2.0,4.0,False,2.0,Escribir/Comprobar correos electrónicos,3.0,YmIggFiYE0bKQH45D32l,,,2023-12-14 19:35:39.176000+00:00,
109,205.0,0.0,2023-12-14 19:11:08.898000+00:00,YmIggFiYE0bKQH45D32l,0.0,False,78.3689956665039,False,77.0,2023-12-14 19:11:26.516000+00:00,4.0,True,2023-12-14 19:05:38.237000+00:00,True,3.0,2.0,False,2.0,En el teléfono,2.0,YmIggFiYE0bKQH45D32l,,,2023-12-14 19:05:38.605000+00:00,
110,59.0,0.0,,YmIggFiYE0bKQH45D32l,0.0,False,69.43756866455078,False,78.0,,4.0,False,2023-12-14 18:35:37.681000+00:00,True,,5.0,False,2.0,,,YmIggFiYE0bKQH45D32l,,,2023-12-14 18:35:39.065000+00:00,
111,204.0,0.0,2023-12-14 18:20:49.087000+00:00,YmIggFiYE0bKQH45D32l,0.0,False,80.61199188232422,False,81.0,2023-12-14 18:21:10.027000+00:00,4.0,False,2023-12-14 18:05:37.629000+00:00,True,4.0,5.0,False,2.0,Comer,3.0,YmIggFiYE0bKQH45D32l,,,2023-12-14 18:05:38.016000+00:00,
112,9.0,0.0,,YmIggFiYE0bKQH45D32l,0.0,False,81.8319320678711,False,82.0,,4.0,False,2023-12-14 17:35:57.838000+00:00,True,,2.0,False,2.0,,,YmIggFiYE0bKQH45D32l,,,2023-12-14 17:35:38.153000+00:00,
113,243.0,0.0,2023-12-14 17:16:26.887000+00:00,YmIggFiYE0bKQH45D32l,0.0,False,76.91312408447266,False,84.0,2023-12-14 17:16:27.034000+00:00,4.0,False,2023-12-14 17:05:37.744000+00:00,True,3.0,3.0,False,2.0,Escribir/Comprobar correos electrónicos,3.0,YmIggFiYE0bKQH45D32l,3.0,"{'fearful': 0.0016668724847566944, 'disgusted': 0.0009218765185699248, 'angry': 0.05728668488510076, 'sad': 0.21346075084711846, 'surprised': 0.032433503908615054, 'neutral': 0.6851720745793761, 'happy': 0.009058233749030796}",2023-12-14 17:05:38.093000+00:00,0.0
114,279.0,0.0,,YmIggFiYE0bKQH45D32l,1.0,False,79.0335464477539,False,87.0,,4.0,False,2023-12-14 16:22:54.671000+00:00,True,,2.0,False,2.0,,,YmIggFiYE0bKQH45D32l,,,2023-12-14 16:22:54.846000+00:00,
115,130.0,0.0,2023-12-14 15:53:10.024000+00:00,YmIggFiYE0bKQH45D32l,1.0,False,89.77721405029297,False,89.0,2023-12-14 15:53:21.507000+00:00,4.0,False,2023-12-14 15:52:54.644000+00:00,True,3.0,3.0,False,2.0,Trabajar,4.0,YmIggFiYE0bKQH45D32l,,,2023-12-14 15:52:54.195000+00:00,
116,125.0,0.0,2023-12-14 15:13:03.300000+00:00,YmIggFiYE0bKQH45D32l,1.0,False,68.98030853271484,False,95.0,2023-12-14 15:13:34.797000+00:00,4.0,False,2023-12-14 14:59:21.191000+00:00,True,3.0,2.0,False,2.0,Trabajar,3.0,YmIggFiYE0bKQH45D32l,3.0,"{'fearful': 0.0003136167445651174, 'disgusted': 6.7969998630158e-05, 'angry': 0.10264463974377108, 'sad': 0.2156832767394603, 'surprised': 0.007759554975913492, 'neutral': 0.5860122289497235, 'happy': 0.08751871210935551}",2023-12-14 14:59:17.833000+00:00,0.0
117,5.0,0.0,2023-12-14 14:30:08.187000+00:00,YmIggFiYE0bKQH45D32l,0.0,False,62.82899475097656,False,96.0,2023-12-14 14:30:22.734000+00:00,4.0,False,2023-12-14 14:29:20.959000+00:00,True,3.0,2.0,False,2.0,Leer,3.0,YmIggFiYE0bKQH45D32l,3.0,"{'fearful': 0.002330358061963488, 'disgusted': 5.901688170050987e-06, 'angry': 0.050882876796854146, 'sad': 0.4242825543348413, 'surprised': 0.0017627978186562062, 'neutral': 0.5014363278335296, 'happy': 0.019299172088609734}",2023-12-14 14:29:17.198000+00:00,0.0
