Column1;index;stress;reaction_time;id_user;physical_activity;airplane_mode;surrounding_sound;screen;battery_level;completion_time;day_of_week;mobile_data;delivery_time;wifi;interruptibility_level;stress_level;charge_status;notification_ringtone;current_activity;priority_current_activity;id_user_1;attention_level;emotions;timestamp;interaction_others
297;216;0;;yKRSZtXXsS8BkhepdZhy;0;0;66.78107452;0;92;;5;0;24/11/2023 10:28;1;;2;0;2;;;yKRSZtXXsS8BkhepdZhy;3;{'fearful': 1.1051564279845089e-05, 'disgusted': 0.000616427707427647, 'angry': 0.003479921144909375, 'sad': 0.7779836846249444, 'surprised': 0.0001773285626427423, 'neutral': 0.20783444821634994, 'happy': 0.009897151120899901};24/11/2023 10:28;0
299;49;0;;yKRSZtXXsS8BkhepdZhy;0;0;80.69577026;0;94;;5;0;24/11/2023 09:28;1;;1;0;2;;;yKRSZtXXsS8BkhepdZhy;3;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};24/11/2023 09:28;-1
201;1;0;24/11/2023 11:43;dUE6bsuFDFNgbuJAplFb;0;0;84.07479095;0;90;24/11/2023 11:43;5;0;24/11/2023 11:34;1;2;3;0;2;9;3;dUE6bsuFDFNgbuJAplFb;3;{'fearful': 0.0001914610717063684, 'disgusted': 0.001728293974425419, 'angry': 0.05583763640104322, 'sad': 0.07971217660545364, 'surprised': 0.0043889454591003714, 'neutral': 0.8037680337226696, 'happy': 0.05437344149051262};24/11/2023 11:34;0
281;2;0;6/12/2023 15:10;x34qiVGIqBRhVKKzWz9T;0;0;70.03760529;0;72;6/12/2023 15:10;3;0;6/12/2023 15:04;1;3;3;0;2;9;3;x34qiVGIqBRhVKKzWz9T;3;{'fearful': 0.0010268091818927826, 'disgusted': 0.0020246524369502026, 'angry': 0.5545178078114987, 'sad': 0.26450669351761463, 'surprised': 0.004073815661271008, 'neutral': 0.12454405660682824, 'happy': 0.049306215843535034};6/12/2023 15:04;0
117;5;0;14/12/2023 09:30;YmIggFiYE0bKQH45D32l;0;0;62.82899475;0;96;14/12/2023 09:30;4;0;14/12/2023 09:29;1;3;2;0;2;7;3;YmIggFiYE0bKQH45D32l;3;{'fearful': 0.002330358061963488, 'disgusted': 5.901688170050987e-06, 'angry': 0.050882876796854146, 'sad': 0.4242825543348413, 'surprised': 0.0017627978186562062, 'neutral': 0.5014363278335296, 'happy': 0.019299172088609734};14/12/2023 09:29;0
167;7;0;30/11/2023 15:53;cyDWpmMeasocMsZotTDW;0;0;68.64334869;0;76;30/11/2023 15:53;4;0;30/11/2023 15:48;1;2;2;0;2;9;4;cyDWpmMeasocMsZotTDW;3;{'fearful': 0.00135992802979606, 'disgusted': 0.0012457463873334364, 'angry': 0.11060970082795198, 'sad': 0.12536277402416057, 'surprised': 0.0082767856134978, 'neutral': 0.7158684191631515, 'happy': 0.03727663931955935};30/11/2023 15:48;0
298;8;0;24/11/2023 10:10;yKRSZtXXsS8BkhepdZhy;1;0;68.595047;0;93;24/11/2023 10:10;5;0;24/11/2023 09:58;1;1;2;0;2;9;5;yKRSZtXXsS8BkhepdZhy;3;{'fearful': 0.0015688901250021032, 'disgusted': 0.06903720423889477, 'angry': 0.06284314109625685, 'sad': 0.24466901438127384, 'surprised': 0.024485646619669833, 'neutral': 0.5580165618280021, 'happy': 0.039379547218997765};24/11/2023 09:58;0
263;11;0;11/12/2023 09:56;vv3rbjOggOgrA7nCX4Gx;0;0;69.5453186;0;80;11/12/2023 09:57;1;0;11/12/2023 09:56;1;3;2;0;2;5;2;vv3rbjOggOgrA7nCX4Gx;3;{'fearful': 0.00017935081655763598, 'disgusted': 0.000385568499407541, 'angry': 0.3453960421741511, 'sad': 0.2089157722052429, 'surprised': 0.018188547005330298, 'neutral': 0.4127915305125901, 'happy': 0.014143188126213473};11/12/2023 09:56;0
82;12;0;7/12/2023 14:48;XXc0xwy4ZQpL3SM8pfiZ;0;0;68.64334869;1;80;7/12/2023 14:48;4;0;7/12/2023 14:43;1;2;2;0;2;9;4;XXc0xwy4ZQpL3SM8pfiZ;3;{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08};7/12/2023 14:43;0
178;13;1;15/12/2023 15:23;d7ovggO1a0MticyeQVG9;0;0;85.22286987;1;90;15/12/2023 15:24;5;1;15/12/2023 15:23;1;4;5;0;2;6;4;d7ovggO1a0MticyeQVG9;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};15/12/2023 15:23;-1
250;14;0;15/11/2023 12:01;szRMTRYT7Yt33RjxB53V;0;0;77.27359009;0;65;15/11/2023 12:01;3;0;15/11/2023 12:01;1;4;2;0;2;9;3;szRMTRYT7Yt33RjxB53V;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};15/11/2023 12:01;-1
261;15;0;11/12/2023 10:56;vv3rbjOggOgrA7nCX4Gx;1;0;79.25117493;0;75;11/12/2023 10:56;1;1;11/12/2023 10:56;1;3;5;0;1;7;2;vv3rbjOggOgrA7nCX4Gx;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};11/12/2023 10:56;-1
32;16;0;17/11/2023 12:09;SAOXbQtictzpnIbCFZv1;1;0;62.04867554;0;43;17/11/2023 12:09;5;0;17/11/2023 12:08;1;3;4;0;2;7;4;SAOXbQtictzpnIbCFZv1;2;{'fearful': 5.467060484876107e-11, 'disgusted': 2.04034069639647e-08, 'angry': 1.4207270169208641e-06, 'sad': 1.7309228894646367e-07, 'surprised': 3.992401161667658e-06, 'neutral': 0.9999940395355225, 'happy': 3.535036796620261e-07};17/11/2023 12:09;0
279;17;0;6/12/2023 16:12;x34qiVGIqBRhVKKzWz9T;0;0;75.59481812;0;67;6/12/2023 16:12;3;0;6/12/2023 16:04;1;3;2;0;2;9;1;x34qiVGIqBRhVKKzWz9T;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};6/12/2023 16:04;-1
173;18;0;30/11/2023 12:32;cyDWpmMeasocMsZotTDW;0;0;63.02126312;0;85;30/11/2023 12:32;4;0;30/11/2023 12:31;1;3;2;0;2;9;4;cyDWpmMeasocMsZotTDW;3;{'fearful': 2.7745802966020836e-05, 'disgusted': 0.0002265395765695742, 'angry': 0.08515064312878795, 'sad': 0.03559241411965752, 'surprised': 0.0406203036259285, 'neutral': 0.8370836416102847, 'happy': 0.0012986982471703955};30/11/2023 12:32;0
183;19;0;15/12/2023 12:54;d7ovggO1a0MticyeQVG9;0;0;78.02371216;0;97;15/12/2023 12:54;5;1;15/12/2023 12:53;1;2;2;0;2;9;4;d7ovggO1a0MticyeQVG9;3;{'fearful': 0.024078933984370898, 'disgusted': 0.003193784327840624, 'angry': 0.02224580105678071, 'sad': 0.0463688463534013, 'surprised': 0.006147247732384372, 'neutral': 0.8370142093016989, 'happy': 0.06095116399873881};15/12/2023 12:53;0
295;21;0;24/11/2023 11:51;yKRSZtXXsS8BkhepdZhy;0;0;69.7540741;0;90;24/11/2023 11:51;5;0;24/11/2023 11:27;1;1;4;0;2;5;5;yKRSZtXXsS8BkhepdZhy;3;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};24/11/2023 11:28;-1
213;22;0;14/12/2023 08:38;erj1X6MFCo5o4NEboJb6;0;0;58.33959961;0;94;14/12/2023 08:38;4;0;14/12/2023 08:38;1;3;2;0;2;8;3;erj1X6MFCo5o4NEboJb6;3;{'fearful': 0.01811762639201088, 'disgusted': 0.0006902969599382858, 'angry': 0.00029219722118841395, 'sad': 0.05536527435942707, 'surprised': 0.003805748855410916, 'neutral': 0.8820384085115229, 'happy': 0.03969044877364164};14/12/2023 08:38;0
36;23;0;4/12/2023 12:52;Sh5dn1jKmJfX7NtRSf78;0;0;63.69950104;1;43;4/12/2023 12:52;1;0;4/12/2023 12:52;1;4;4;0;2;3;3;Sh5dn1jKmJfX7NtRSf78;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};4/12/2023 12:52;-1
78;25;0;18/12/2023 12:12;U1pFqzoeTEI4roTUtXRE;0;0;65.70664215;0;69;18/12/2023 12:13;1;0;18/12/2023 12:12;1;4;5;0;2;9;3;U1pFqzoeTEI4roTUtXRE;3;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};18/12/2023 12:12;-1
138;28;0;16/01/2024 13:14;a4WMbN9tbZerp3MnLsRP;0;0;80.0872879;0;92;16/01/2024 13:16;2;1;16/01/2024 13:14;1;5;2;0;2;1;2;a4WMbN9tbZerp3MnLsRP;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};16/01/2024 13:14;-1
197;29;0;24/11/2023 14:14;dUE6bsuFDFNgbuJAplFb;0;0;82.9250412;0;81;24/11/2023 14:19;5;0;24/11/2023 14:04;1;1;3;0;2;11;1;dUE6bsuFDFNgbuJAplFb;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};24/11/2023 14:04;-1
235;34;0;28/11/2023 12:28;gMoPizShoBD8dMUl4Phi;0;0;53.90963745;0;58;28/11/2023 12:29;2;0;28/11/2023 12:28;1;3;5;1;2;7;3;gMoPizShoBD8dMUl4Phi;3;{'fearful': 0.0014397592522638757, 'disgusted': 0.008987310316327376, 'angry': 0.12987195345592156, 'sad': 0.08724364891099429, 'surprised': 1.2639431336772044e-05, 'neutral': 0.7687307183962099, 'happy': 0.0037139770749863477};28/11/2023 12:28;0
181;35;0;15/12/2023 13:53;d7ovggO1a0MticyeQVG9;0;0;75.7122879;0;94;15/12/2023 13:54;5;1;15/12/2023 13:53;1;3;2;0;2;1;4;d7ovggO1a0MticyeQVG9;3;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};15/12/2023 13:53;-1
184;36;0;13/12/2023 15:49;d7ovggO1a0MticyeQVG9;0;0;70.10028076;0;24;13/12/2023 15:49;3;1;13/12/2023 15:49;1;4;2;0;2;3;1;d7ovggO1a0MticyeQVG9;3;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};13/12/2023 15:49;-1
128;37;0;12/12/2023 11:35;YmIggFiYE0bKQH45D32l;0;0;70.9283905;0;86;12/12/2023 11:35;2;0;12/12/2023 11:34;1;4;3;0;2;4;3;YmIggFiYE0bKQH45D32l;3;{'fearful': 9.36343548690507e-05, 'disgusted': 2.065020074398793e-06, 'angry': 0.006127502050533924, 'sad': 0.13436330195550375, 'surprised': 0.0010106414225022084, 'neutral': 0.8447368512395771, 'happy': 0.01366599912254405};12/12/2023 11:34;0
249;40;1;22/11/2023 09:49;szRMTRYT7Yt33RjxB53V;0;0;69.81882477;0;73;22/11/2023 09:49;3;0;22/11/2023 09:49;1;5;5;0;2;8;4;szRMTRYT7Yt33RjxB53V;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};22/11/2023 09:49;-1
210;41;0;14/12/2023 10:08;erj1X6MFCo5o4NEboJb6;0;0;66.74519348;0;86;14/12/2023 10:08;4;0;14/12/2023 10:08;1;4;2;0;2;10;2;erj1X6MFCo5o4NEboJb6;3;{'fearful': 0.0484054384123113, 'disgusted': 0.002532604057072863, 'angry': 0.005997589250675992, 'sad': 0.18717972625062712, 'surprised': 0.023375773811939643, 'neutral': 0.6494275391011972, 'happy': 0.08308133082690419};14/12/2023 10:08;0
157;42;0;13/12/2023 09:43;bH4H8otePZ9isvYLDACq;0;0;89.57017517;0;64;13/12/2023 09:44;3;0;13/12/2023 09:43;1;4;2;0;2;6;3;bH4H8otePZ9isvYLDACq;3;{'fearful': 0.011950872199127402, 'disgusted': 0.02118471428885951, 'angry': 0.014090322830782046, 'sad': 0.051938502452948836, 'surprised': 0.3458839524660424, 'neutral': 0.5272829117139384, 'happy': 0.02766872329705384};13/12/2023 09:43;0
179;43;0;15/12/2023 14:53;d7ovggO1a0MticyeQVG9;0;0;55.38754272;0;91;15/12/2023 14:54;5;1;15/12/2023 14:53;1;4;2;0;2;3;1;d7ovggO1a0MticyeQVG9;3;{'fearful': 5.698677323926738e-08, 'disgusted': 5.742951687114413e-07, 'angry': 8.28740397067696e-05, 'sad': 0.04368810291076385, 'surprised': 2.027286652655e-06, 'neutral': 0.022819229565183854, 'happy': 0.9334071094081514};15/12/2023 14:53;0
23;44;0;21/11/2023 12:28;SAOXbQtictzpnIbCFZv1;0;0;70.43061066;0;90;21/11/2023 12:29;2;0;21/11/2023 12:28;1;4;3;0;2;6;2;SAOXbQtictzpnIbCFZv1;3;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};21/11/2023 12:27;-1
151;45;0;13/12/2023 12:48;bH4H8otePZ9isvYLDACq;0;0;87.62879944;0;52;13/12/2023 12:48;3;1;13/12/2023 12:47;1;2;4;0;2;12;2;bH4H8otePZ9isvYLDACq;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};13/12/2023 12:47;-1
104;46;0;6/12/2023 09:25;XgGpKa0LW74g5jxci1DF;0;0;85.64337921;1;62;6/12/2023 09:26;3;0;6/12/2023 09:25;1;2;4;0;2;3;2;XgGpKa0LW74g5jxci1DF;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};6/12/2023 09:25;-1
193;47;0;13/12/2023 09:30;d7ovggO1a0MticyeQVG9;0;0;70.43061066;0;55;13/12/2023 09:30;3;0;13/12/2023 09:30;1;4;1;0;2;7;4;d7ovggO1a0MticyeQVG9;3;{'fearful': 2.5184176432243274e-06, 'disgusted': 2.3067405394858665e-05, 'angry': 0.013532336159563594, 'sad': 0.0015494925799289221, 'surprised': 0.0007296298374512844, 'neutral': 0.9829641873466557, 'happy': 0.0011987673649283073};13/12/2023 09:30;0
52;50;0;17/01/2024 13:08;TVapOofLiAEkGDH28N6X;0;0;77.73094177;0;51;17/01/2024 13:09;3;0;17/01/2024 13:08;1;5;5;0;2;1;1;TVapOofLiAEkGDH28N6X;3;{'fearful': 6.815202306567057e-06, 'disgusted': 0.0002590671942200068, 'angry': 0.02046167915349478, 'sad': 0.1753209071479172, 'surprised': 0.0009830849343777615, 'neutral': 0.772378709458696, 'happy': 0.030589745735609797};17/01/2024 13:08;0
256;53;0;11/12/2023 15:57;vv3rbjOggOgrA7nCX4Gx;0;0;67.99001312;0;55;11/12/2023 15:57;1;0;11/12/2023 15:40;1;2;2;0;1;7;4;vv3rbjOggOgrA7nCX4Gx;3;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};11/12/2023 15:40;-1
51;54;1;17/01/2024 13:50;TVapOofLiAEkGDH28N6X;0;0;86.33659363;0;49;17/01/2024 13:50;3;1;17/01/2024 13:38;1;5;5;0;2;1;1;TVapOofLiAEkGDH28N6X;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};17/01/2024 13:38;-1
22;55;0;21/11/2023 12:59;SAOXbQtictzpnIbCFZv1;0;0;77.23188782;0;89;21/11/2023 13:00;2;0;21/11/2023 12:58;1;5;3;0;2;7;2;SAOXbQtictzpnIbCFZv1;3;{'fearful': 6.8891109655249365e-06, 'disgusted': 0.0002930529408747681, 'angry': 0.0014655406892525795, 'sad': 0.03504642790094755, 'surprised': 8.626669053779518e-05, 'neutral': 0.9624112424940834, 'happy': 0.0006905702832823231};21/11/2023 12:57;0
190;56;0;13/12/2023 12:31;d7ovggO1a0MticyeQVG9;1;0;87.15831757;0;38;13/12/2023 12:32;3;1;13/12/2023 12:31;1;4;2;0;2;6;2;d7ovggO1a0MticyeQVG9;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};13/12/2023 12:31;-1
212;58;0;14/12/2023 09:08;erj1X6MFCo5o4NEboJb6;0;0;58.37108994;0;91;14/12/2023 09:08;4;0;14/12/2023 09:08;1;2;2;0;2;8;4;erj1X6MFCo5o4NEboJb6;3;{'fearful': 2.213586638016343e-05, 'disgusted': 3.7037462971356926e-07, 'angry': 6.978924830379181e-06, 'sad': 9.754780916060769e-05, 'surprised': 0.0031291905230309675, 'neutral': 0.9916541637000388, 'happy': 0.005089606160185206};14/12/2023 09:08;0
46;60;0;27/11/2023 12:59;Sh5dn1jKmJfX7NtRSf78;0;0;58.7302742;0;67;27/11/2023 13:00;1;0;27/11/2023 12:59;1;4;1;0;2;11;4;Sh5dn1jKmJfX7NtRSf78;3;{'fearful': 0.0014892882537019536, 'disgusted': 0.0008906185347314888, 'angry': 0.06642738230024965, 'sad': 0.425593432612144, 'surprised': 0.002634613531225473, 'neutral': 0.47357186001653856, 'happy': 0.02939280962368684};27/11/2023 12:59;0
280;62;0;6/12/2023 15:34;x34qiVGIqBRhVKKzWz9T;0;0;62.13741302;1;69;6/12/2023 15:34;3;0;6/12/2023 15:34;1;5;2;0;2;9;3;x34qiVGIqBRhVKKzWz9T;3;{'fearful': 0.00010455318543041793, 'disgusted': 7.91813263780686e-05, 'angry': 0.029143438426360392, 'sad': 0.1337023238865576, 'surprised': 0.0008705031928554622, 'neutral': 0.7816920465124504, 'happy': 0.054407951985181835};6/12/2023 15:34;0
246;63;0;22/11/2023 11:19;szRMTRYT7Yt33RjxB53V;0;0;53.66094208;0;69;22/11/2023 11:19;3;0;22/11/2023 11:19;1;3;1;0;2;3;2;szRMTRYT7Yt33RjxB53V;3;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};22/11/2023 11:19;-1
4;64;0;30/11/2023 11:30;Ep2LC68YIjMF97rWUWRW;0;0;90.30873108;0;86;30/11/2023 11:30;4;0;30/11/2023 11:12;1;5;1;0;2;11;3;Ep2LC68YIjMF97rWUWRW;0;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};30/11/2023 11:12;-1
150;65;0;13/12/2023 13:18;bH4H8otePZ9isvYLDACq;1;0;88.62212372;0;50;13/12/2023 13:18;3;0;13/12/2023 13:17;1;5;3;0;2;2;1;bH4H8otePZ9isvYLDACq;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};13/12/2023 13:17;-1
198;67;0;24/11/2023 13:36;dUE6bsuFDFNgbuJAplFb;0;0;78.07590485;0;83;24/11/2023 13:37;5;0;24/11/2023 13:34;1;2;2;0;2;1;2;dUE6bsuFDFNgbuJAplFb;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};24/11/2023 13:34;-1
86;70;0;7/12/2023 12:47;XXc0xwy4ZQpL3SM8pfiZ;0;0;73.68074036;0;88;7/12/2023 12:48;4;0;7/12/2023 12:43;1;3;2;0;2;9;4;XXc0xwy4ZQpL3SM8pfiZ;3;{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08};7/12/2023 12:43;0
28;71;0;21/11/2023 09:59;SAOXbQtictzpnIbCFZv1;0;0;60.12932205;0;96;21/11/2023 09:59;2;0;21/11/2023 09:58;1;3;2;0;2;5;4;SAOXbQtictzpnIbCFZv1;3;{'fearful': 0.004845722641996795, 'disgusted': 0.009785600019905066, 'angry': 0.008713933836690765, 'sad': 0.23713009293408643, 'surprised': 0.0002001916200850856, 'neutral': 0.719336290451649, 'happy': 0.019988179272831013};21/11/2023 09:57;0
39;72;0;4/12/2023 10:47;Sh5dn1jKmJfX7NtRSf78;0;0;58.58837891;1;50;4/12/2023 10:47;1;0;4/12/2023 10:38;1;4;2;1;2;5;3;Sh5dn1jKmJfX7NtRSf78;3;{'fearful': 2.5932089808833325e-10, 'disgusted': 1.3379731171880849e-05, 'angry': 0.00026962929405272007, 'sad': 0.9932926893234253, 'surprised': 1.7738956969992614e-08, 'neutral': 0.006205516867339611, 'happy': 0.0002188423095503822};4/12/2023 10:38;0
204;73;0;24/11/2023 10:12;dUE6bsuFDFNgbuJAplFb;0;0;69.92198181;0;94;24/11/2023 10:12;5;0;24/11/2023 10:04;1;4;2;0;2;9;3;dUE6bsuFDFNgbuJAplFb;3;{'fearful': 0.013317737995506042, 'disgusted': 6.952796029940732e-05, 'angry': 0.011721860794510975, 'sad': 0.20981747423917665, 'surprised': 0.0002527079842975678, 'neutral': 0.7627066638461264, 'happy': 0.0021140551446951236};24/11/2023 10:04;0
175;74;0;30/11/2023 11:34;cyDWpmMeasocMsZotTDW;0;0;71.17897034;0;88;30/11/2023 11:38;4;0;30/11/2023 11:31;1;2;1;0;2;9;4;cyDWpmMeasocMsZotTDW;3;{'fearful': 5.532303183802466e-05, 'disgusted': 0.00012321964036427928, 'angry': 0.11823265491554603, 'sad': 0.006668668741023928, 'surprised': 0.049310307361267056, 'neutral': 0.6934318436094734, 'happy': 0.13217798392083116};30/11/2023 11:32;0
45;75;0;27/11/2023 13:39;Sh5dn1jKmJfX7NtRSf78;1;0;75.44936371;0;66;27/11/2023 13:40;1;0;27/11/2023 13:29;1;4;1;0;2;8;4;Sh5dn1jKmJfX7NtRSf78;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};27/11/2023 13:29;-1
50;77;0;17/01/2024 14:50;TVapOofLiAEkGDH28N6X;1;0;90.15252686;0;45;17/01/2024 14:51;3;0;17/01/2024 14:32;1;5;0;0;2;11;1;TVapOofLiAEkGDH28N6X;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};17/01/2024 14:32;-1
287;78;0;6/12/2023 11:56;x34qiVGIqBRhVKKzWz9T;0;0;65.3575058;0;85;6/12/2023 11:57;3;0;6/12/2023 11:56;1;3;2;0;2;11;4;x34qiVGIqBRhVKKzWz9T;3;{'fearful': 9.170275507235975e-07, 'disgusted': 0.0014423651405770308, 'angry': 0.0158748896331996, 'sad': 0.020163484373359675, 'surprised': 0.004324584863985078, 'neutral': 0.924489294940775, 'happy': 0.033704468795804125};6/12/2023 11:56;0
29;81;0;21/11/2023 09:28;SAOXbQtictzpnIbCFZv1;0;0;52.74979401;0;98;21/11/2023 09:28;2;0;21/11/2023 09:28;1;4;2;0;2;7;4;SAOXbQtictzpnIbCFZv1;3;{'fearful': 5.949902793933824e-06, 'disgusted': 0.0006406053623729319, 'angry': 0.019248746945266203, 'sad': 0.08823370692380708, 'surprised': 0.0014283228048931206, 'neutral': 0.8714207503106445, 'happy': 0.019021919041459015};21/11/2023 09:27;0
300;82;0;24/11/2023 09:24;yKRSZtXXsS8BkhepdZhy;0;0;78.84809875;0;96;24/11/2023 09:25;5;0;24/11/2023 08:58;1;2;4;0;2;5;5;yKRSZtXXsS8BkhepdZhy;3;{'fearful': 3.374627766561389e-05, 'disgusted': 0.0029306646556506166, 'angry': 0.0394253209233284, 'sad': 0.15906650573015213, 'surprised': 0.02982262405566871, 'neutral': 0.6948746889829636, 'happy': 0.073846525978297};24/11/2023 08:58;0
205;86;0;24/11/2023 09:34;dUE6bsuFDFNgbuJAplFb;0;0;78.64134979;0;95;24/11/2023 09:34;5;0;24/11/2023 09:34;1;3;1;0;2;9;3;dUE6bsuFDFNgbuJAplFb;3;{'fearful': 8.028264235134489e-05, 'disgusted': 0.00020775537720506875, 'angry': 0.0011717900613246815, 'sad': 0.09072128748084653, 'surprised': 0.0005980669775620078, 'neutral': 0.9053572844713927, 'happy': 0.0018635088510648196};24/11/2023 09:34;0
65;89;0;20/12/2023 12:00;U1pFqzoeTEI4roTUtXRE;0;0;61.61973953;0;25;20/12/2023 12:00;3;0;20/12/2023 12:00;1;2;3;0;2;8;4;U1pFqzoeTEI4roTUtXRE;3;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};20/12/2023 12:00;-1
148;90;0;15/12/2023 10:55;bH4H8otePZ9isvYLDACq;0;0;61.86142349;0;89;15/12/2023 10:55;5;0;15/12/2023 10:54;1;1;2;0;2;9;5;bH4H8otePZ9isvYLDACq;3;{'fearful': 4.31728499112327e-06, 'disgusted': 0.00010843047511646854, 'angry': 0.0011855415484130084, 'sad': 0.09101609588736513, 'surprised': 0.0003832572244239903, 'neutral': 0.9064710780978205, 'happy': 0.0008312769979966104};15/12/2023 10:54;0
67;91;0;20/12/2023 11:00;U1pFqzoeTEI4roTUtXRE;0;0;63.20937347;0;28;20/12/2023 11:00;3;0;20/12/2023 11:00;1;2;2;0;2;8;4;U1pFqzoeTEI4roTUtXRE;3;{'fearful': 0.0006496787822126545, 'disgusted': 0.026029315060960852, 'angry': 0.1092100020863914, 'sad': 0.019066293047347114, 'surprised': 0.019691748563933024, 'neutral': 0.8090481768761362, 'happy': 0.016304778442385474};20/12/2023 11:00;0
85;94;0;7/12/2023 13:13;XXc0xwy4ZQpL3SM8pfiZ;0;0;80.90645599;1;86;7/12/2023 13:13;4;0;7/12/2023 13:13;1;1;2;0;2;1;2;XXc0xwy4ZQpL3SM8pfiZ;3;{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08};7/12/2023 13:13;0
209;95;0;14/12/2023 10:38;erj1X6MFCo5o4NEboJb6;0;0;68.20542145;0;84;14/12/2023 10:38;4;0;14/12/2023 10:38;1;3;2;0;2;8;3;erj1X6MFCo5o4NEboJb6;3;{'fearful': 5.0240944706945735e-05, 'disgusted': 2.2614292990398298e-05, 'angry': 0.00021174400440935644, 'sad': 0.021547547573872977, 'surprised': 0.0002980035781475659, 'neutral': 0.9776974500253283, 'happy': 0.00017241378215429452};14/12/2023 10:38;0
118;96;0;14/12/2023 09:02;YmIggFiYE0bKQH45D32l;0;0;66.51852417;0;98;14/12/2023 09:02;4;0;14/12/2023 08:59;1;3;5;0;2;4;4;YmIggFiYE0bKQH45D32l;3;{'fearful': 0.00010546601151965408, 'disgusted': 4.806403346425495e-06, 'angry': 0.016534302990210865, 'sad': 0.175144063364858, 'surprised': 0.0033417122861948206, 'neutral': 0.7997105848199376, 'happy': 0.005159064709272758};14/12/2023 08:59;0
